file_name,sheet_name,sheet_rows,sheet_cols,sheet_exported,output_csv
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/C_Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Instructions,4,1,yes,sheets/Submission_Build_v2.8_07_US_FDA_FDA_Submission_Folder_C_Cybersecurity_Uroflow_Threat_Model_STRIDE_v1.0__Instructions.csv
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/E_Risk_QMS/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Document_Register,47,11,yes,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/E_Risk_QMS/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Change_Request_Log,1,13,yes,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/E_Risk_QMS/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,CAPA_Log,1,14,yes,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/E_Risk_QMS/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Complaint_Log,1,13,yes,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/E_Risk_QMS/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Training_Matrix,7,4,yes,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/E_Risk_QMS/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Supplier_Register,1,9,yes,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/E_Risk_QMS/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,PMS_Log,1,11,yes,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/E_Risk_QMS/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Document_Register,47,11,yes,sheets/Submission_Build_v2.8_07_US_FDA_FDA_Submission_Folder_E_Risk_QMS_Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED__Document_Register.csv
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/E_Risk_QMS/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Change_Request_Log,1,13,yes,sheets/Submission_Build_v2.8_07_US_FDA_FDA_Submission_Folder_E_Risk_QMS_Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED__Change_Request_Log.csv
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/E_Risk_QMS/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,CAPA_Log,1,14,yes,sheets/Submission_Build_v2.8_07_US_FDA_FDA_Submission_Folder_E_Risk_QMS_Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED__CAPA_Log.csv
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/E_Risk_QMS/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Complaint_Log,1,13,yes,sheets/Submission_Build_v2.8_07_US_FDA_FDA_Submission_Folder_E_Risk_QMS_Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED__Complaint_Log.csv
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/E_Risk_QMS/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Training_Matrix,7,4,yes,sheets/Submission_Build_v2.8_07_US_FDA_FDA_Submission_Folder_E_Risk_QMS_Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED__Training_Matrix.csv
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/E_Risk_QMS/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Supplier_Register,1,9,yes,sheets/Submission_Build_v2.8_07_US_FDA_FDA_Submission_Folder_E_Risk_QMS_Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED__Supplier_Register.csv
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/E_Risk_QMS/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,PMS_Log,1,11,yes,sheets/Submission_Build_v2.8_07_US_FDA_FDA_Submission_Folder_E_Risk_QMS_Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED__PMS_Log.csv
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/FDA_Submission_Folder_Index_v2.2.xlsx,Index,25,5,no,
Submission_Build_v2.8/07_US_FDA/Uroflow_FDA_Software_Documentation_Index_v1.0.xlsx,FDA_Software_Index,11,7,yes,
Submission_Build_v2.8/07_US_FDA/Uroflow_FDA_Software_Documentation_Index_v1.0.xlsx,FDA_Software_Index,11,7,yes,sheets/Submission_Build_v2.8_07_US_FDA_Uroflow_FDA_Software_Documentation_Index_v1.0__FDA_Software_Index.csv
Submission_Build_v2.8/07_US_FDA/Uroflow_FDA_Software_Revision_History_Log_v1.0.xlsx,Revision_History,2,12,no,
Submission_Build_v2.8/07_US_FDA/Uroflow_FDA_Software_Revision_History_Log_v1.0.xlsx,Instructions,2,1,no,
Submission_Build_v2.8/07_US_FDA/Uroflow_FDA_Software_Revision_History_Log_v1.1_BASELINE.xlsx,Revision_History,2,12,yes,
Submission_Build_v2.8/07_US_FDA/Uroflow_FDA_Software_Revision_History_Log_v1.1_BASELINE.xlsx,Instructions,2,1,yes,
Submission_Build_v2.8/07_US_FDA/Uroflow_FDA_Software_Revision_History_Log_v1.1_BASELINE.xlsx,Revision_History,2,12,yes,sheets/Submission_Build_v2.8_07_US_FDA_Uroflow_FDA_Software_Revision_History_Log_v1.1_BASELINE__Revision_History.csv
Submission_Build_v2.8/07_US_FDA/Uroflow_FDA_Software_Revision_History_Log_v1.1_BASELINE.xlsx,Instructions,2,1,yes,sheets/Submission_Build_v2.8_07_US_FDA_Uroflow_FDA_Software_Revision_History_Log_v1.1_BASELINE__Instructions.csv
Submission_Build_v2.8/07_US_FDA/Uroflow_FDA_Unresolved_Anomalies_Log_v1.0.xlsx,Unresolved_Anomalies,2,12,no,
Submission_Build_v2.8/07_US_FDA/Uroflow_FDA_Unresolved_Anomalies_Log_v1.0.xlsx,Instructions,2,1,no,
Submission_Build_v2.8/07_US_FDA/Uroflow_FDA_Unresolved_Anomalies_Log_v1.1_BASELINE.xlsx,Unresolved_Anomalies,2,12,yes,
Submission_Build_v2.8/07_US_FDA/Uroflow_FDA_Unresolved_Anomalies_Log_v1.1_BASELINE.xlsx,Instructions,2,1,yes,
Submission_Build_v2.8/07_US_FDA/Uroflow_FDA_Unresolved_Anomalies_Log_v1.1_BASELINE.xlsx,Unresolved_Anomalies,2,12,yes,sheets/Submission_Build_v2.8_07_US_FDA_Uroflow_FDA_Unresolved_Anomalies_Log_v1.1_BASELINE__Unresolved_Anomalies.csv
Submission_Build_v2.8/07_US_FDA/Uroflow_FDA_Unresolved_Anomalies_Log_v1.1_BASELINE.xlsx,Instructions,2,1,yes,sheets/Submission_Build_v2.8_07_US_FDA_Uroflow_FDA_Unresolved_Anomalies_Log_v1.1_BASELINE__Instructions.csv
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_SBOM_Template_v1.0.xlsx,SBOM,5,13,no,
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_SBOM_Template_v1.0.xlsx,Instructions,4,1,no,
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_Security_Test_Checklist_and_Regression_v1.0.xlsx,Security_Checklist,11,10,no,
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_Security_Test_Checklist_and_Regression_v1.0.xlsx,Findings_Log,51,13,no,
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_Security_Test_Checklist_and_Regression_v1.0.xlsx,Severity_Scale,6,1,no,
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Assets,6,6,yes,
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,DataFlows,6,6,yes,
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Threats,7,11,yes,
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Controls,6,6,yes,
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Instructions,4,1,yes,
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Assets,6,6,yes,sheets/Submission_Build_v2.8_08_Privacy_and_Security_Cybersecurity_Uroflow_Threat_Model_STRIDE_v1.0__Assets.csv
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,DataFlows,6,6,yes,sheets/Submission_Build_v2.8_08_Privacy_and_Security_Cybersecurity_Uroflow_Threat_Model_STRIDE_v1.0__DataFlows.csv
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Threats,7,11,yes,sheets/Submission_Build_v2.8_08_Privacy_and_Security_Cybersecurity_Uroflow_Threat_Model_STRIDE_v1.0__Threats.csv
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Controls,6,6,yes,sheets/Submission_Build_v2.8_08_Privacy_and_Security_Cybersecurity_Uroflow_Threat_Model_STRIDE_v1.0__Controls.csv
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Instructions,4,1,yes,sheets/Submission_Build_v2.8_08_Privacy_and_Security_Cybersecurity_Uroflow_Threat_Model_STRIDE_v1.0__Instructions.csv
Submission_Build_v2.8/08_Privacy_and_Security/Privacy/Uroflow_Privacy_Compliance_Workbook_v1.0.xlsx,RoPA,2,14,yes,
Submission_Build_v2.8/08_Privacy_and_Security/Privacy/Uroflow_Privacy_Compliance_Workbook_v1.0.xlsx,DataFlow,4,10,yes,
Submission_Build_v2.8/08_Privacy_and_Security/Privacy/Uroflow_Privacy_Compliance_Workbook_v1.0.xlsx,ResidencyMatrix,5,5,yes,
Submission_Build_v2.8/08_Privacy_and_Security/Privacy/Uroflow_Privacy_Compliance_Workbook_v1.0.xlsx,Retention,4,5,yes,
Submission_Build_v2.8/08_Privacy_and_Security/Privacy/Uroflow_Privacy_Compliance_Workbook_v1.0.xlsx,Consent,4,6,yes,
Submission_Build_v2.8/08_Privacy_and_Security/Privacy/Uroflow_Privacy_Compliance_Workbook_v1.0.xlsx,RoPA,2,14,yes,sheets/Submission_Build_v2.8_08_Privacy_and_Security_Privacy_Uroflow_Privacy_Compliance_Workbook_v1.0__RoPA.csv
Submission_Build_v2.8/08_Privacy_and_Security/Privacy/Uroflow_Privacy_Compliance_Workbook_v1.0.xlsx,DataFlow,4,10,yes,sheets/Submission_Build_v2.8_08_Privacy_and_Security_Privacy_Uroflow_Privacy_Compliance_Workbook_v1.0__DataFlow.csv
Submission_Build_v2.8/08_Privacy_and_Security/Privacy/Uroflow_Privacy_Compliance_Workbook_v1.0.xlsx,ResidencyMatrix,5,5,yes,sheets/Submission_Build_v2.8_08_Privacy_and_Security_Privacy_Uroflow_Privacy_Compliance_Workbook_v1.0__ResidencyMatrix.csv
Submission_Build_v2.8/08_Privacy_and_Security/Privacy/Uroflow_Privacy_Compliance_Workbook_v1.0.xlsx,Retention,4,5,yes,sheets/Submission_Build_v2.8_08_Privacy_and_Security_Privacy_Uroflow_Privacy_Compliance_Workbook_v1.0__Retention.csv
Submission_Build_v2.8/08_Privacy_and_Security/Privacy/Uroflow_Privacy_Compliance_Workbook_v1.0.xlsx,Consent,4,6,yes,sheets/Submission_Build_v2.8_08_Privacy_and_Security_Privacy_Uroflow_Privacy_Compliance_Workbook_v1.0__Consent.csv
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0.xlsx,README,16,1,yes,
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0.xlsx,Participants,31,8,yes,
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0.xlsx,Session_Log,41,15,yes,
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0.xlsx,Task_Observation,121,12,yes,
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0.xlsx,PostTask_Ratings,121,6,yes,
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0.xlsx,PostSession_Questionnaire,26,12,yes,
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0.xlsx,Use_Error_Log,51,11,yes,
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0.xlsx,Summary,9,1,yes,
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0.xlsx,README,16,1,yes,sheets/Submission_Build_v2.8_09_HFE_Usability_Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0__README.csv
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0.xlsx,Participants,31,8,yes,sheets/Submission_Build_v2.8_09_HFE_Usability_Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0__Participants.csv
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0.xlsx,Session_Log,41,15,yes,sheets/Submission_Build_v2.8_09_HFE_Usability_Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0__Session_Log.csv
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0.xlsx,Task_Observation,121,12,yes,sheets/Submission_Build_v2.8_09_HFE_Usability_Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0__Task_Observation.csv
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0.xlsx,PostTask_Ratings,121,6,yes,sheets/Submission_Build_v2.8_09_HFE_Usability_Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0__PostTask_Ratings.csv
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0.xlsx,PostSession_Questionnaire,26,12,yes,sheets/Submission_Build_v2.8_09_HFE_Usability_Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0__PostSession_Questionnaire.csv
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0.xlsx,Use_Error_Log,51,11,yes,sheets/Submission_Build_v2.8_09_HFE_Usability_Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0__Use_Error_Log.csv
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0.xlsx,Summary,9,1,yes,sheets/Submission_Build_v2.8_09_HFE_Usability_Uroflow_HFE_Observation_Forms_and_Questionnaires_v1.0__Summary.csv
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Use_Related_Risk_Analysis_URRA_v1.0.xlsx,URRA,7,14,no,
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Use_Related_Risk_Analysis_URRA_v1.0.xlsx,Instructions,4,1,no,
Submission_Build_v2.8/10_Pilot_Automation/outputs/2026-02-24/daily_qa_report.xlsx,Summary,11,2,no,
Submission_Build_v2.8/10_Pilot_Automation/outputs/2026-02-24/daily_qa_report.xlsx,Record_Level,2,14,no,
Submission_Build_v2.8/11_Region_Packs/CN_NMPA/Uroflow_CN_Claims_Evidence_Matrix_v1.0.xlsx,Claims_Evidence_Matrix,6,8,no,
Submission_Build_v2.8/11_Region_Packs/CN_NMPA/Uroflow_CN_Claims_Evidence_Matrix_v1.0.xlsx,Meta,3,2,no,
Submission_Build_v2.8/11_Region_Packs/RU_Roszdravnadzor/Uroflow_RU_Claims_Evidence_Matrix_v1.0.xlsx,Claims_Evidence_Matrix,7,8,no,
Submission_Build_v2.8/11_Region_Packs/RU_Roszdravnadzor/Uroflow_RU_Claims_Evidence_Matrix_v1.0.xlsx,Meta,3,2,no,
